field_ID,bee_species,sex,park,transect_ID,method,date,type,taxonomy_notes
CHOH 8,Halictus,f,CHOH,T213,pan trap,8/4/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,f,CHOH,T213,pan trap,8/4/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,m,CHOH,T213,pan trap,8/4/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,f,CHOH,T214,pan trap,6/14/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,f,CHOH,T215,pan trap,6/14/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 8,Halictus,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 9,Halictus,f,CHOH,T226,pan trap,6/15/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 9,Halictus,f,CHOH,T226,pan trap,8/4/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
CHOH 9,Halictus,f,CHOH,T225,pan trap,8/4/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 0,Halictus,f,MANA,T132,pan trap,7/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 0,Halictus,m,MANA,T131,pan trap,7/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 0,Halictus,f,MANA,T131,pan trap,7/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 0,Halictus,f,MANA,T131,pan trap,7/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 0,Halictus,f,MANA,T131,pan trap,7/25/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 0,Halictus,f,MANA,T131,pan trap,7/25/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T136,pan trap,7/15/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T136,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T136,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T135,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T136,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T135,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T136,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,net,hand net,6/28/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 1,Halictus,f,MANA,T136,pan trap,8/8/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T199,pan trap,7/15/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,net,hand net,7/16/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 16,Halictus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 21,Halictus,f,MANA,T202,pan trap,7/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 21,Halictus,f,MANA,T202,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 21,Halictus,m,MANA,T202,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 21,Halictus,m,MANA,T202,pan trap,6/27/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 21,Halictus,f,MANA,net,hand net,6/28/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 21,Halictus,f,MANA,T201,pan trap,8/8/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T142,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T143,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,m,MANA,net,hand net,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,net,hand net,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T142,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,m,MANA,T143,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T142,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T142,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T142,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T142,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 43,Halictus,f,MANA,T142,pan trap,8/8/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,f,MANA,net,hand net,8/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,m,MANA,net,hand net,8/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,m,MANA,net,hand net,8/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,f,MANA,T147,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,f,MANA,T147,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,f,MANA,T147,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,f,MANA,T147,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,f,MANA,T147,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,m,MANA,net,hand net,8/22/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 48,Halictus,f,MANA,net,hand net,8/22/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 49,Halictus,f,MANA,T157,pan trap,7/15/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 49,Halictus,f,MANA,T158,pan trap,5/31/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 49,Halictus,f,MANA,net,hand net,7/25/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 49,Halictus,f,MANA,net,hand net,7/25/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T164,pan trap,6/30/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T164,pan trap,6/30/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,m,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 57,Halictus,f,MANA,T165,pan trap,7/11/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T205,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T206,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T206,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T206,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T205,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,m,MANA,T205,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T206,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T206,pan trap,7/26/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T203,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T203,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T203,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 61,Halictus,f,MANA,T203,pan trap,6/27/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MANA 8,Halictus,m,MANA,net,hand net,8/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 8,Halictus,f,MANA,net,hand net,8/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 8,Halictus,f,MANA,net,hand net,8/26/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MANA 8,Halictus,f,MANA,T139,pan trap,9/2/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 149,Halictus,f,MONO,T68,pan trap,5/20/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MONO 149,Halictus,f,MONO,net,hand net,7/22/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MONO 149,Halictus,f,MONO,T66,pan trap,7/22/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MONO 149,Halictus,f,MONO,T70,pan trap,7/22/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MONO 149,Halictus,f,MONO,net,hand net,7/22/2021,warm season-multi,Halictus sp. (ligatus/poeyi)
MONO 149,Halictus,f,MONO,T72,pan trap,6/13/2022,warm season-multi,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T77,pan trap,5/21/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,7/22/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,7/22/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,7/22/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,7/22/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,7/22/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,7/22/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T73,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 26,Halictus,f,MONO,T75,pan trap,8/2/2022,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T92,pan trap,6/24/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T92,pan trap,6/24/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T92,pan trap,6/24/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,net,hand net,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,net,hand net,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,net,hand net,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T88,pan trap,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,m,MONO,net,hand net,8/12/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 56,Halictus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T80,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T80,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T80,pan trap,6/24/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,net,hand net,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,m,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,m,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,net,hand net,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,net,hand net,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T79,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,m,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,f,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 58,Halictus,m,MONO,T82,pan trap,8/12/2021,cool season-hay,Halictus sp. (ligatus/poeyi)
MONO 77,Halictus,f,MONO,T100,pan trap,6/17/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T106,pan trap,6/17/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,m,MONO,T105,pan trap,6/17/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,m,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
MONO 94,Halictus,f,MONO,T108,pan trap,8/9/2021,cool season-pasture,Halictus sp. (ligatus/poeyi)
